"oid","name","code","price","sale-price","orderable","ship-weight","taxable"
"chnodrbcl","Chic Nostalgia Dress - <br> Claire","CNCLAIRE","1650.00 ",,"Yes",,"Yes"
"chnodrbco","Chic Nostalgia Dress - <br> Colbie","CNCOLBIE","1650.00 ",,"Yes",,"Yes"
"chnodrbco1","Chic Nostalgia Dress - <br> Cora","CNCORA","1857.00 ",,"Yes",,"Yes"
"chnodrbcy","Chic Nostalgia Dress - <br>  Cybel","CNCYBEL","1725.00 ",,"Yes",,"Yes"
"chnodrbda","Chic Nostalgia Dress - <br> Daffodil","CNDAFFODIL","1287.00 ",,"Yes",,"Yes"
"chnodrbda1","Chic Nostalgia Dress - <br> Dahlia","CNDAHLIA","1257.00 ",,"Yes",,"Yes"
"chnodrbda2","Chic Nostalgia Dress - <br> Daisy","CNDAISY","1695.00 ",,"Yes",,"Yes"
"chnodrbda3","Chic Nostalgia Dress - <br> Daphne","CNDAPHNE","1947.00 ",,"Yes",,"Yes"
"chnodrbda4","Chic Nostalgia Dress - <br> Davana","CNDAVANA","1545.00 ",,"Yes",,"Yes"
"chnodrbde","Chic Nostalgia Dress - <br> Delta","CNDELTA","1485.00 ",,"Yes",,"Yes"
"chnodrbde1","Chic Nostalgia Dress - <br> Demi","CNDEMI","1497.00 ",,"Yes",,"Yes"
"chnodrbde2","Chic Nostalgia Dress - <br> Devon","CNDEVON","1179.00 ",,"Yes",,"Yes"
"chnodrbdh","Chic Nostalgia Dress - <br> Dharma","CNDHARMA","1680.00 ",,"Yes",,"Yes"
"chnodrbdu","Chic Nostalgia Dress - <br> Dusk","CNDUSK","1917.00 ",,"Yes",,"Yes"
"chnodrbdy","Chic Nostalgia Dress - <br> Dylan","CNDYLAN","1785.00 ",,"Yes",,"Yes"
"chnodrbec","Chic Nostalgia Dress - <br> Echo","CNECHO","1557.00 ",,"Yes",,"Yes"
"chnodrbed","Chic Nostalgia Dress - <br> Edna","newitem537313345","1677.00 ",,"Yes",,"Yes"
"chnodrbeda","Chic Nostalgia Dress - <br> Eda","CNEDA","1770.00 ",,"Yes",,"Yes"
"chnodrbel","Chic Nostalgia Dress - <br> Elaina","CNELAINA","1794.00 ",,"Yes",,"Yes"
"chnodrbel1","Chic Nostalgia Dress - <br> Electra","CNELECTRA","1497.00 ",,"Yes",,"Yes"
"chnodrbel2","Chic Nostalgia Dress - <br> Ellie","CNELLIE","1485.00 ",,"Yes",,"Yes"
"chnodrbela","Chic Nostalgia Dress - <br> Ela","newitem537221202","1785.00 ",,"Yes",,"Yes"
"chnodrbem","Chic Nostalgia Dress - <br> Ember","CNEMBER","1485.00 ",,"Yes",,"Yes"
"chnodrbem1","Chic Nostalgia Dress - <br> Emma","CNEMMA","1590.00 ",,"Yes",,"Yes"
"chnodrbet","Chic Nostalgia Dress - <br> Ethaya","newitem537221818","1755.00 ",,"Yes",,"Yes"
"chnodrbet1","Chic Nostalgia Dress - <br> Etasha","newitem537310499","1845.00 ",,"Yes",,"Yes"
"chnodrbev","Chic Nostalgia Dress - <br> Everly","CNEVERLY","2067.00 ",,"Yes",,"Yes"
"chnodrbfa","Chic Nostalgia Dress - <br> Fauna","CNFAUNA","1767.00 ",,"Yes",,"Yes"
"chnodrbfa1","Chic Nostalgia Dress - <br> Fawn","CNFAWN","1707.00 ",,"Yes",,"Yes"
"chnodrbfa2","Chic Nostalgia Dress - <br> Fatina","newitem537223335","1857.00 ",,"Yes",,"Yes"
"chnodrbfe","Chic Nostalgia Dress - <br> Femi","CNFEMI","1545.00 ",,"Yes",,"Yes"
"chnodrbfe1","Chic Nostalgia Dress - <br> Fern","CNFERN","1575.00 ",,"Yes",,"Yes"
"chnodrbfi","Chic Nostalgia Dress - <br> Finch","CNFINCH","1755.00 ",,"Yes",,"Yes"
"chnodrbfl","Chic Nostalgia Dress - <br> Flossie","CNFLOSSIE","1695.00 ",,"Yes",,"Yes"
"chnodrbfr","Chic Nostalgia Dress - <br> Fran","CNFRAN","1857.00 ",,"Yes",,"Yes"
"chnodrbga","Chic Nostalgia Dress - <br> Garcia","CNGARCIA","1647.00 ",,"Yes",,"Yes"
"chnodrbga1","Chic Nostalgia Dress - <br> Gajara","newitem537233008","1887.00 ",,"Yes",,"Yes"
"chnodrbge","Chic Nostalgia Dress - <br> Georgette","CNGEORGETTE","2067.00 ",,"Yes",,"Yes"
"chnodrbgi","Chic Nostalgia Dress - <br> Giselle","CNGISELLE","1635.00 ",,"Yes",,"Yes"
"chnodrbgl","Chic Nostalgia Dress - <br> Glenn","CNGLENN","1827.00 ",,"Yes",,"Yes"
"chnodrbgl1","Chic Nostalgia Dress - <br> Glory","CNGLORY","1650.00 ",,"Yes",,"Yes"
"chnodrbgr","Chic Nostalgia Dress - <br> Gracie","CNGRACIE","1605.00 ",,"Yes",,"Yes"
"chnodrbgw","Chic Nostalgia Dress - <br> Gwenn","CNGWENN","1614.00 ",,"Yes",,"Yes"
"chnodrbha","Chic Nostalgia Dress - <br> Halo","CNHALO","1365.00 ",,"Yes",,"Yes"
"chnodrbha1","Chic Nostalgia Dress - <br> Harmony","CNHARMONY","1575.00 ",,"Yes",,"Yes"
"chnodrbha2","Chic Nostalgia Dress - <br> Harper","newitem531703854","1395.00 ",,"Yes",,"Yes"
"chnodrbha3","Chic Nostalgia Dress - <br> Hazel","newitem531705701","1557.00 ",,"Yes",,"Yes"
"chnodrbha4","Chic Nostalgia Dress - <br> Hanika","newitem537311047","1887.00 ",,"Yes",,"Yes"
"chnodrbhe","Chic Nostalgia Dress - <br> Heather","CNHEATHER","1485.00 ",,"Yes",,"Yes"
"chnodrbhe1","Chic Nostalgia Dress - <br> Heather","newitem531706217","2097.00 ",,"Yes",,"Yes"
"chnodrbho","Chic Nostalgia Dress - <br> Hollis","newitem531706617","1755.00 ",,"Yes",,"Yes"
"chnodrbin","Chic Nostalgia Dress - <br> Indus","newitem531706856","1497.00 ",,"Yes",,"Yes"
"chnodrbin1","Chic Nostalgia Dress - <br> Ines","newitem531707067","1395.00 ",,"Yes",,"Yes"
"chnodrbir","Chic Nostalgia Dress - <br> Iris","CNIRIS","1197.00 ",,"Yes",,"Yes"
"chnodrbivy","Chic Nostalgia Dress - <br> Ivy","newitem531707852","1785.00 ",,"Yes",,"Yes"
"chnodrbja","Chic Nostalgia Dress - <br> Jasmine","CNJASMINE","1377.00 ",,"Yes",,"Yes"
"chnodrbja1","Chic Nostalgia Dress - <br> Jamie","newitem531708385","1725.00 ",,"Yes",,"Yes"
"chnodrbjo","Chic Nostalgia Dress - <br> Joan","newitem531709306","1545.00 ",,"Yes",,"Yes"
"chnodrbjo1","Chic Nostalgia Dress - <br> Joana","newitem531709908","1575.00 ",,"Yes",,"Yes"
"chnodrbjo2","Chic Nostalgia Dress - <br> Jolene","newitem531710657","1857.00 ",,"Yes",,"Yes"
"chnodrbjo3","Chic Nostalgia Dress - <br> Jordyn","newitem531711111","1794.00 ",,"Yes",,"Yes"
"chnodrbjoe","Chic Nostalgia Dress - <br> Joe","newitem531710206","2034.00 ",,"Yes",,"Yes"
"chnodrbju","Chic Nostalgia Dress - <br> Juliette","newitem531711340","2067.00 ",,"Yes",,"Yes"
"chnodrbju1","Chic Nostalgia Dress - <br> Junie","newitem531711807","1557.00 ",,"Yes",,"Yes"
"chnodrbju2","Chic Nostalgia Dress - <br> Juniper","newitem531712292","1788.00 ",,"Yes",,"Yes"
"chnodrbka","Chic Nostalgia Dress - <br> Karma","newitem531863406","1605.00 ",,"Yes",,"Yes"
"chnodrbki","Chic Nostalgia Dress - <br> Kira","newitem531863798","1677.00 ",,"Yes",,"Yes"
"chnodrbla","Chic Nostalgia Dress - <br> Lana","newitem531864275","1707.00 ",,"Yes",,"Yes"
"chnodrbla1","Chic Nostalgia Dress - <br> Lauren","newitem531864520","1707.00 ",,"Yes",,"Yes"
"chnodrble","Chic Nostalgia Dress - <br> Leah","newitem531864845","1845.00 ",,"Yes",,"Yes"
"chnodrble1","Chic Nostalgia Dress - <br> Leann","newitem531865115","1317.00 ",,"Yes",,"Yes"
"chnodrble2","Chic Nostalgia Dress - <br> Lennox","newitem531865449","1392.00 ",,"Yes",,"Yes"
"chnodrbli","Chic Nostalgia Dress - <br> lily","CNLILY","1377.00 ",,"Yes",,"Yes"
"chnodrbli1","Chic Nostalgia Dress - <br> Lindsay","newitem531866054","1404.00 ",,"Yes",,"Yes"
"chnodrblo","Chic Nostalgia Dress - <br> Lorna","newitem531866301","1545.00 ",,"Yes",,"Yes"
"chnodrblo1","Chic Nostalgia Dress - <br> Lotus","newitem531866562","1590.00 ",,"Yes",,"Yes"
"chnodrbly","Chic Nostalgia Dress - <br> Lydia","newitem531866909","1845.00 ",,"Yes",,"Yes"
"chnodrbly1","Chic Nostalgia Dress - <br> Lyla","newitem531867394","1575.00 ",,"Yes",,"Yes"
"chnodrbly2","Chic Nostalgia Dress - <br> Lyric","newitem531867588","1407.00 ",,"Yes",,"Yes"
"chnodrbma","Chic Nostalgia Dress - <br> Madison","newitem531867936","1635.00 ",,"Yes",,"Yes"
"chnodrbma1","Chic Nostalgia Dress - <br> Maggie","newitem531868133","1677.00 ",,"Yes",,"Yes"
"chnodrbma2","Chic Nostalgia Dress - <br> Marlow","newitem531868597","1542.00 ",,"Yes",,"Yes"
"chnodrbma3","Chic Nostalgia Dress - <br> Maven","newitem531868847","1687.00 ",,"Yes",,"Yes"
"chnodrbma4","Chic Nostalgia Dress - <br> Maya","newitem531869132","1734.00 ",,"Yes",,"Yes"
"chnodrbma5","Chic Nostalgia Dress - <br> Magnolia","newitem537311616","1545.00 ",,"Yes",,"Yes"
"chnodrbme","Chic Nostalgia Dress - <br> Melody","newitem531869584","1650.00 ",,"Yes",,"Yes"
"chnodrbme1","Chic Nostalgia Dress - <br> Meredith","newitem531869820","1725.00 ",,"Yes",,"Yes"
"chnodrbme2","Chic Nostalgia Dress - <br> Meri","newitem531870047","1416.00 ",,"Yes",,"Yes"
"chnodrbmi","Chic Nostalgia Dress - <br> Miller","newitem537313546","1725.00 ",,"Yes",,"Yes"
"chnodrbmia","Chic Nostalgia Dress - <br> Mia","newitem531870256","1612.00 ",,"Yes",,"Yes"
"chnodrbmo","Chic Nostalgia Dress - <br> Molly","CNMolly","1785.00 ",,"Yes",,"Yes"
"chnodrbmy","Chic Nostalgia Dress - <br> Myra","newitem531870807","1815.00 ",,"Yes",,"Yes"
"chnodrbna","Chic Nostalgia Dress - <br> Nash","newitem531871258","1395.00 ",,"Yes",,"Yes"
"chnodrbni","Chic Nostalgia Dress - <br> Nicolette","newitem531871564","1344.00 ",,"Yes",,"Yes"
"chnodrbni1","Chic Nostalgia Dress - <br> Nina","newitem531871839","1707.00 ",,"Yes",,"Yes"
"chnodrbni2","Chic Nostalgia Dress - <br> Nissa","newitem531872091","1455.00 ",,"Yes",,"Yes"
"chnodrbol","Chic Nostalgia Dress - <br> Olivia","newitem531872318","1695.00 ",,"Yes",,"Yes"
"chnodrbol1","Chic Nostalgia Dress - <br> Olivia","newitem537314005","1635.00 ",,"Yes",,"Yes"
"chnodrbpa","Chic Nostalgia Dress - <br> Paloma","newitem531872562","2067.00 ",,"Yes",,"Yes"
"chnodrbpe","Chic Nostalgia Dress - <br> Peony","CNPEONY","1257.00 ",,"Yes",,"Yes"
"chnodrbpe1","Chic Nostalgia Dress - <br> Penelope","newitem531872793","1770.00 ",,"Yes",,"Yes"
"chnodrbpe2","Chic Nostalgia Dress - <br> Pegasus","newitem531873024","1635.00 ",,"Yes",,"Yes"
"chnodrbpe3","Chic Nostalgia Dress - <br> Peri","newitem531873241","2025.00 ",,"Yes",,"Yes"
"chnodrbpe4","Chic Nostalgia Dress - <br>  Peyton","CNPEYTON","1725.00 ",,"Yes",,"Yes"
"chnodrbph","Chic Nostalgia Dress - <br> Phoenix","CNPHOENIX","1650.00 ",,"Yes",,"Yes"
"chnodrbpi","Chic Nostalgia Dress - <br> Pictor","CNPICTOR","1485.00 ",,"Yes",,"Yes"
"chnodrbpi1","Chic Nostalgia Dress - <br> Pippa","CNPIPPA","1485.00 ",,"Yes",,"Yes"
"chnodrbqu","Chic Nostalgia Dress - <br> Quill","CNQUILL","2040.00 ",,"Yes",,"Yes"
"chnodrbra","Chic Nostalgia Dress - <br> Raine","CNRAINE","1758.00 ",,"Yes",,"Yes"
"chnodrbra1","Chic Nostalgia Dress - <br> Raquel","CNRAQUEL","1290.00 ",,"Yes",,"Yes"
"chnodrbra2","Chic Nostalgia Dress - <br> Raven","CNRAVEN","1806.00 ",,"Yes",,"Yes"
"chnodrbra3","Chic Nostalgia Dress - <br> Raya","CNRAYA","1473.00 ",,"Yes",,"Yes"
"chnodrbre","Chic Nostalgia Dress - <br> Reese","CNREESE","1857.00 ",,"Yes",,"Yes"
"chnodrbre1","Chic Nostalgia Dress - <br> Reveka","newitem537234931","1905.00 ",,"Yes",,"Yes"
"chnodrbri","Chic Nostalgia Dress - <br> Riley","CNRILEY","1770.00 ",,"Yes",,"Yes"
"chnodrbri1","Chic Nostalgia Dress - <br> River","CNRIVER","1695.00 ",,"Yes",,"Yes"
"chnodrbro","Chic Nostalgia Dress - <br> Robyn","CNROBYN","1785.00 ",,"Yes",,"Yes"
"chnodrbro1","Chic Nostalgia Dress - <br> Rosetta","CNROSETTA","1647.00 ",,"Yes",,"Yes"
"chnodrbro2","Chic Nostalgia Dress - <br> Roza","CNROZA","1857.00 ",,"Yes",,"Yes"
"chnodrbro3","Chic Nostalgia Dress - <br> Rose","CNRose","1257.00 ",,"Yes",,"Yes"
"chnodrbsa","Chic Nostalgia Dress - <br> Sable","CNSable","1755.00 ",,"Yes",,"Yes"
"chnodrbsa1","Chic Nostalgia Dress - <br> Sable","CHICSABLE","1755.00 ",,"Yes",,"Yes"
"chnodrbsa2","Chic Nostalgia Dress - <br> Sage","CNSAGE","1650.00 ",,"Yes",,"Yes"
"chnodrbsa3","Chic Nostalgia Dress - <br> Salley ","newitem537311938","1587.00 ",,"Yes",,"Yes"
"chnodrbsc","Chic Nostalgia Dress - <br> Scarlett","CNSCARLETT","1857.00 ",,"Yes",,"Yes"
"chnodrbse","Chic Nostalgia Dress - <br> Selene","CNSELENE","2034.00 ",,"Yes",,"Yes"
"chnodrbse1","Chic Nostalgia Dress - <br> Senna","CNSENNA","2067.00 ",,"Yes",,"Yes"
"chnodrbsh","Chic Nostalgia Dress - <br> Shaula","CNSHAULA","1605.00 ",,"Yes",,"Yes"
"chnodrbso","Chic Nostalgia Dress - <br> Sophie","CNSOPHIE","1755.00 ",,"Yes",,"Yes"
"chnodrbso1","Chic Nostalgia Dress - <br> Sophia","newitem537308873","1677.00 ",,"Yes",,"Yes"
"chnodrbst","Chic Nostalgia Dress - <br> Sterling","CNSTERLING","1755.00 ",,"Yes",,"Yes"
"chnodrbst1","Chic Nostalgia Dress - <br> Stella","CNSTELLA","1680.00 ",,"Yes",,"Yes"
"chnodrbst2","Chic Nostalgia Dress - <br> Stella","newitem537312394","1905.00 ",,"Yes",,"Yes"
"chnodrbsu","Chic Nostalgia Dress - <br> Summer","CNSUMMER","1374.00 ",,"Yes",,"Yes"
"chnodrbta","Chic Nostalgia Dress - <br> Tansy","CNTANSY","1290.00 ",,"Yes",,"Yes"
"chnodrbte","Chic Nostalgia Dress - <br> Tempest","CNTEMPEST","1785.00 ",,"Yes",,"Yes"
"chnodrbte1","Chic Nostalgia Dress - <br> Tessa","CNTESSA","1680.00 ",,"Yes",,"Yes"
"chnodrbti","Chic Nostalgia Dress - <br> Tiana","CNTIANA","1788.00 ",,"Yes",,"Yes"
"chnodrbto","Chic Nostalgia Dress - <br> Torah","CNTORAH","1605.00 ",,"Yes",,"Yes"
"chnodrbva","Chic Nostalgia Dress - <br> Vanessa","newitem537312839","1917.00 ",,"Yes",,"Yes"
"chnodrbve","Chic Nostalgia Dress - <br> Vero","CNVERO","1887.00 ",,"Yes",,"Yes"
"chnodrbve1","Chic Nostalgia Dress - <br> Veronica","CNVERONICA","1947.00 ",,"Yes",,"Yes"
"chnodrbvi","Chic Nostalgia Dress - <br> Virena","CNVIRENA","1410.00 ",,"Yes",,"Yes"
"chnodrbviwsk","Chic Nostalgia Dress - <br> Violeta (with Skirt)","newitem537309505","2175.00 ",,"Yes",,"Yes"
"chnodrbviwsk1","Chic Nostalgia Dress - <br> Violeta (w/o Skirt)","newitem537309775","1947.00 ",,"Yes",,"Yes"
"chnodrbwi","Chic Nostalgia Dress - <br> Winona","newitem537314241","1725.00 ",,"Yes",,"Yes"
"chnoweco","Chic Nostalgia <br>Wedding Collection","NULL",,,"No",,"Yes"
"chnowedrbmo","Chic Nostalgia Wedding Dress - <br>SAMPLE Molly","SAMPLEMOLLY","1545.00 ",,"Yes",,"Yes"
"chnowedrbro","Chic Nostalgia Wedding Dress - <br>SAMPLE Rose","SAMPLEROSE","1131.00 ",,"Yes",,"Yes"
"chwuwego11sa","Christina Wu Wedding Gown  <br>SAMPLE 11173 $99","CW11173Sample","99.00 ",,"Yes",,"Yes"
"cuoneortwola","Customized One or Two Layer Custom Bridal Veil","ILLCustomVeil","65.00 ",,"Yes",,"Yes"
"currentcoupon","Click Here for our Current Coupon","NULL",,,"No",,"Yes"
"dakabypowedr","Daria Karlozi by Pollardi <br>Wedding Collection","NULL",,,"No",,"Yes"
"dakacob","Daria Karlozi Collection - <br>Inspiration","newitem538957844","1245.00 ",,"Yes",,"Yes"
"dakacob1","Daria Karlozi Collection - <br>Euphoria","POEuphoria","1110.00 ",,"Yes",,"Yes"
"dakacob10","Daria Karlozi Collection - <br>Sunlight","newitem539055832","1500.00 ",,"Yes",,"Yes"
"dakacob11","Daria Karlozi Collection - <br>Shine","DKShine","1110.00 ",,"Yes",,"Yes"
"dakacob12","Daria Karlozi Collection - <br>Harmony","DKHarmony","1110.00 ",,"Yes",,"Yes"
"dakacob13","Daria Karlozi Collection - <br>Romance","DKRomance","1620.00 ",,"Yes",,"Yes"
"dakacob14","Daria Karlozi Collection - <br>Fragility","DKFragility","1545.00 ",,"Yes",,"Yes"
"dakacob15","Daria Karlozi Collection - <br>Majesty","DKMajesty","1350.00 ",,"Yes",,"Yes"
"dakacob16","Daria Karlozi Collection - <br>Lightness","DKLightness","1215.00 ",,"Yes",,"Yes"
"dakacob17","Daria Karlozi Collection - <br>Gleam","DkGleam","1425.00 ",,"Yes",,"Yes"
"dakacob18","Daria Karlozi Collection - <br>Tendresse","KDTendresse","1245.00 ",,"Yes",,"Yes"
"dakacob19","Daria Karlozi Collection - <br>Shimmer","DKShimmer","1320.00 ",,"Yes",,"Yes"
"dakacob2","Daria Karlozi Collection - <br>Gracious","POGracious","1020.00 ",,"Yes",,"Yes"
"dakacob20","Daria Karlozi Collection - <br>Libre","KDLibre","1305.00 ",,"Yes",,"Yes"
"dakacob21","Daria Karlozi Collection - <br>Glory","DKGlory","1320.00 ",,"Yes",,"Yes"
"dakacob22","Daria Karlozi Collection - <br>Saule","DKSaule","1410.00 ",,"Yes",,"Yes"
"dakacob23","Daria Karlozi Collection - <br>Lea","DKLea","1185.00 ",,"Yes",,"Yes"
"dakacob24","Daria Karlozi Collection - <br>Alia","DKAlia","1245.00 ",,"Yes",,"Yes"
"dakacob25","Daria Karlozi Collection - <br>Cloe","DKCloe","1320.00 ",,"Yes",,"Yes"
"dakacob26","Daria Karlozi Collection - <br>Freya","newitem540164063","930.00 ",,"Yes",,"Yes"
"dakacob27","Daria Karlozi Collection - <br>Alvina","KDAlvina","1380.00 ",,"Yes",,"Yes"
"dakacob28","Daria Karlozi Collection - <br>Dalia","DKDalia","1290.00 ",,"Yes",,"Yes"
"dakacob29","Daria Karlozi Collection - <br>Alessandra","DKAlessandra","1185.00 ",,"Yes",,"Yes"
"dakacob3","Daria Karlozi Collection - <br>Brilliance","newitem538959269","1080.00 ",,"Yes",,"Yes"
"dakacob30","Daria Karlozi Collection - <br>Rosa","DKRosa","1365.00 ",,"Yes",,"Yes"
"dakacob31","Daria Karlozi Collection - <br>Tiffany","DKTiffany","1155.00 ",,"Yes",,"Yes"
"dakacob32","Daria Karlozi Collection - <br>Daisy","DKDaisy","1110.00 ",,"Yes",,"Yes"
"dakacob33","Daria Karlozi Collection - <br>Daria","DKDaria","1350.00 ",,"Yes",,"Yes"
"dakacob34","Daria Karlozi Collection - <br>Adele","DKAdele","1185.00 ",,"Yes",,"Yes"
"dakacob35","Daria Karlozi Collection - <br>Bella","DKBella","1490.00 ",,"Yes",,"Yes"
"dakacob36","Daria Karlozi Collection - <br>Camelia","DKCamelia","1095.00 ",,"Yes",,"Yes"
"dakacob37","Daria Karlozi Collection - <br>Nella","DKNella","1185.00 ",,"Yes",,"Yes"
"dakacob38","Daria Karlozi Collection - <br>Juliette","newitem540171420","1365.00 ",,"Yes",,"Yes"
"dakacob39","Daria Karlozi Collection - <br>Vivienne","DKVivienne","1485.00 ",,"Yes",,"Yes"
"dakacob4","Daria Karlozi Collection - <br>Dream","newitem538960102","975.00 ",,"Yes",,"Yes"
"dakacob40","Daria Karlozi Collection - <br>Amelie","DkAmelie","1365.00 ",,"Yes",,"Yes"
"dakacob41","Daria Karlozi Collection - <br>Valerie","DKValerie","990.00 ",,"Yes",,"Yes"
"dakacob42","Daria Karlozi Collection - <br>Sophie","DKSophie","780.00 ",,"Yes",,"Yes"
"dakacob43","Daria Karlozi Collection - <br>Fleur","DKFleur","1575.00 ",,"Yes",,"Yes"
"dakacob44","Daria Karlozi Collection - <br>Annabelle","DKAnnabelle","1365.00 ",,"Yes",,"Yes"
"dakacob45","Daria Karlozi Collection - <br>Mia","DKMia","1170.00 ",,"Yes",,"Yes"
"dakacob46","Daria Karlozi Collection - <br>Jasmine","DKJasmine","1170.00 ",,"Yes",,"Yes"
"dakacob47","Daria Karlozi Collection - <br>Adaline","DKAdaline","1485.00 ",,"Yes",,"Yes"
"dakacob48","Daria Karlozi Collection - <br>Lillian","newitem540174797","1410.00 ",,"Yes",,"Yes"
"dakacob49","Daria Karlozi Collection - <br>Roselyn","DKRoselyn","1440.00 ",,"Yes",,"Yes"
"dakacob5","Daria Karlozi Collection - <br>Sincerity","newitem538962227","1440.00 ",,"Yes",,"Yes"
"dakacob50","Daria Karlozi Collection - <br>Laura","DKLaura","1380.00 ",,"Yes",,"Yes"
"dakacob51","Daria Karlozi Collection - <br>Estelle","newitem540175501","1605.00 ",,"Yes",,"Yes"
"dakacob52","Daria Karlozi Collection - <br>Charlotte","DKCharlotte","1485.00 ",,"Yes",,"Yes"
"dakacob53","Daria Karlozi Collection - <br>Elle","DKElle","1485.00 ",,"Yes",,"Yes"
"dakacob54","Daria Karlozi Collection - <br>Scarlett","DKScarlett","1095.00 ",,"Yes",,"Yes"
"dakacob55","Daria Karlozi Collection - <br>Periwinkle","DKPeriwinkle","975.00 ",,"Yes",,"Yes"
"dakacob56","Daria Karlozi Collection - <br>Anemone","DKAnemone","1050.00 ",,"Yes",,"Yes"
"dakacob57","Daria Karlozi Collection - <br>Anemone","DKANEMONE","1050.00 ",,"Yes",,"Yes"
"dakacob58","Daria Karlozi Collection - <br>Freesia","DKFreesia","1155.00 ",,"Yes",,"Yes"
"dakacob59","Daria Karlozi Collection - <br>Jasmine","DKJASMINE","1245.00 ",,"Yes",,"Yes"
"dakacob6","Daria Karlozi Collection - <br>","newitem538963262","915.00 ",,"Yes",,"Yes"
"dakacob60","Daria Karlozi Collection - <br>Mallow","DKMallow","1365.00 ",,"Yes",,"Yes"
"dakacob61","Daria Karlozi Collection - <br>Nasturtium","DKNasturtium","1155.00 ",,"Yes",,"Yes"
"dakacob62","Daria Karlozi Collection - <br>Primula","newitem540780541","1245.00 ",,"Yes",,"Yes"
"dakacob63","Daria Karlozi Collection - <br>Clematis","newitem540780739","1305.00 ",,"Yes",,"Yes"
"dakacob64","Daria Karlozi Collection - <br>Vervain","DKVervain","1215.00 ",,"Yes",,"Yes"
"dakacob65","Daria Karlozi Collection - <br>Acacia","DKAcacia","1155.00 ",,"Yes",,"Yes"
"dakacob66","Daria Karlozi Collection - <br>Belladonna","DKBelladonna","1155.00 ",,"Yes",,"Yes"
"dakacob67","Daria Karlozi Collection - <br>Hyacinth","DKHyacinth","1035.00 ",,"Yes",,"Yes"
"dakacob68","Daria Karlozi Collection - <br>Lunaria","DKLunaria","1425.00 ",,"Yes",,"Yes"
"dakacob69","Daria Karlozi Collection - <br>Salvia","DKSalvia","1050.00 ",,"Yes",,"Yes"
"dakacob7","Daria Karlozi Collection - <br>Sunset","newitem539053168","1755.00 ",,"Yes",,"Yes"
"dakacob70","Daria Karlozi Collection - <br>Magnolia","newitem1540854288","1125.00 ",,"Yes",,"Yes"
"dakacob8","Daria Karlozi Collection - <br>Sunrise","newitem1539055035","1560.00 ",,"Yes",,"Yes"
"dakacob9","Daria Karlozi Collection - <br>Light","newitem1539055552","1215.00 ",,"Yes",,"Yes"
"dakacobal","Daria Karlozi Collection - <br>Aerial Alstroemia","DKAerialAlstroemia","975.00 ",,"Yes",,"Yes"
"dakacobat","Daria Karlozi Collection - <br>Warm atmosphere","newitem538959509","1035.00 ",,"Yes",,"Yes"
"dakacobaz","Daria Karlozi Collection - <br>Bright Azalea","DKBrightAzalea","945.00 ",,"Yes",,"Yes"
"dakacobbe","Daria Karlozi Collection - <br>Dancing beauty","newitem1539054577","1680.00 ",,"Yes",,"Yes"
"dakacobbe1","Daria Karlozi Collection - <br>Headstrong Begonia","DKHeadstrongBegonia","1320.00 ",,"Yes",,"Yes"
"dakacobbr","Daria Karlozi Collection - <br>Light breeze","newitem539052660","1020.00 ",,"Yes",,"Yes"
"dakacobca","Daria Karlozi Collection - <br>Free Camelia","DKFreeCamelia","900.00 ",,"Yes",,"Yes"
"dakacobca1","Daria Karlozi Collection - <br>Courageous Carnation","DKCourageousCarnation","930.00 ",,"Yes",,"Yes"
"dakacobda","Daria Karlozi Collection - <br>Modest Daisy","DKModestDaisy","1095.00 ",,"Yes",,"Yes"
"dakacobel","Daria Karlozi Collection - <br> Eliana","DKEliana","1695.00 ",,"Yes",,"Yes"
"dakacobeu","Daria Karlozi Collection - <br>Alluring Eustoma","DKAlluringEustoma","1185.00 ",,"Yes",,"Yes"
"dakacobfl","Daria Karlozi Collection - <br>Fennel Flower","DKFennelFlower","1095.00 ",,"Yes",,"Yes"
"dakacobfr","Daria Karlozi Collection - <br>Cute Freesia","DKCuteFreesia","915.00 ",,"Yes",,"Yes"
"dakacobge","Daria Karlozi Collection - <br>Glowing Geranium","DkGlowingGeranium","1050.00 ",,"Yes",,"Yes"
"dakacobgl","Daria Karlozi Collection - <br>Sunset Glow","KDSunsetGlow","1350.00 ",,"Yes",,"Yes"
"dakacobhi","Daria Karlozi Collection - <br>Confident Hibiscus","DKConfidentHibiscus","1260.00 ",,"Yes",,"Yes"
"dakacobhy","Daria Karlozi Collection - <br>Happy Hyacinth","DKHappyHyacinth","1200.00 ",,"Yes",,"Yes"
"dakacobir","Daria Karlozi Collection - <br>Florentine Iris","DKFlorentineIris","990.00 ",,"Yes",,"Yes"
"dakacobka","Daria Karlozi Collection - <br>Beautiful Kataleya","DKBeautifulKataleya","1410.00 ",,"Yes",,"Yes"
"dakacobki","Daria Karlozi Collection - <br>Light kiss","POLightkiss","1320.00 ",,"Yes",,"Yes"
"dakacobla","Daria Karlozi Collection - <br>Sea Lavender","DKSeaLavender","1305.00 ",,"Yes",,"Yes"
"dakacobla1","Daria Karlozi Collection - <br>Naive Lavender","DKNaiveLavender","1110.00 ",,"Yes",,"Yes"
"dakacobli","Daria Karlozi Collection - <br>Chic Lilac","DKChicLilac","825.00 ",,"Yes",,"Yes"
"dakacoblo","Daria Karlozi Collection - <br>First Love","newitem538960804","1290.00 ",,"Yes",,"Yes"
