"oid","name","code","price","sale-price","orderable","ship-weight","taxable"
"acnewse","Accessories","NULL",,,"No",,"Yes"
"adpadecobyho","Adrianna Papell <br>Destination Collection","NULL",,,"No",,"Yes"
"adpaplwedr40","Adrianna Papell Platinum Wedding Dress - 40232","AP40232","647.00 ",,"Yes",,"Yes"
"adpaplwedr401","Adrianna Papell Platinum Wedding Dress - 40233","AP40233","572.00 ",,"Yes",,"Yes"
"adpaplwedr4010","Adrianna Papell Platinum Wedding Dress - 40266","AP40266","849.00 ",,"Yes",,"Yes"
"adpaplwedr4011","Adrianna Papell Platinum Wedding Dress - 40267","AP40267","1079.00 ",,"Yes",,"Yes"
"adpaplwedr4012","Adrianna Papell Platinum Wedding Dress - 40268","AP40268","819.00 ",,"Yes",,"Yes"
"adpaplwedr4013","Adrianna Papell Platinum Wedding Dress - 40269","AP40269","1129.00 ",,"Yes",,"Yes"
"adpaplwedr4014","Adrianna Papell Platinum Wedding Dress - 40270","AP40270","629.00 ",,"Yes",,"Yes"
"adpaplwedr4015","Adrianna Papell Platinum Wedding Dress - 40271","AP40271","789.00 ",,"Yes",,"Yes"
"adpaplwedr4016","Adrianna Papell Platinum Wedding Dress - 40272","AP40272","1129.00 ",,"Yes",,"Yes"
"adpaplwedr402","Adrianna Papell Platinum Wedding Dress - 40234","AP40234","597.00 ",,"Yes",,"Yes"
"adpaplwedr403","Adrianna Papell Platinum Wedding Dress - 40235","AP40235","1147.00 ",,"Yes",,"Yes"
"adpaplwedr404","Adrianna Papell Platinum Wedding Dress - 40236","AP40236","597.00 ",,"Yes",,"Yes"
"adpaplwedr405","Adrianna Papell Platinum Wedding Dress - 40237","AP40237","872.00 ",,"Yes",,"Yes"
"adpaplwedr406","Adrianna Papell Platinum Wedding Dress - 40238","AP40238","597.00 ",,"Yes",,"Yes"
"adpaplwedr407","Adrianna Papell Platinum Wedding Dress - 40239","AP40239","547.00 ",,"Yes",,"Yes"
"adpaplwedr408","Adrianna Papell Platinum Wedding Dress - 40240","AP40240","572.00 ",,"Yes",,"Yes"
"adpaplwedr409","Adrianna Papell Platinum Wedding Dress - 40241","AP40241","647.00 ",,"Yes",,"Yes"
"adpawedrb401","Adrianna Papell - Wedding Dress - <br>SAMPLE 40238 $469","APSample40238","469.00 ",,"Yes",,"Yes"
"afsixbrdr","Dessy Group: After Six Bridesmaid Dresses","NULL",,,"No",,"Yes"
"afsixbrdrst","After Six Bridesmaid Dress Style 6782","A6782","265.00 ","225.00 ","Yes",,"Yes"
"afsixbrdrst1","After Six Bridesmaid Dress Style ","D6819","248.00 ","211.00 ","Yes",,"Yes"
"afsixbrdrst11","After Six Bridesmaid Dress Style 1524","S1524","187.00 ","159.00 ","Yes",,"Yes"
"afsixbrdrst6","After Six Bridesmaid Dress Style 6817","A6817","248.00 ","211.00 ","Yes",,"Yes"
"afsixbrdrst61","After Six Bridesmaid Dress Style 6818","D6818","248.00 ","211.00 ","Yes",,"Yes"
"afsixbrdrst610","After Six Bridesmaid Dress Style 6781","A6781","223.00 ","190.00 ","Yes",,"Yes"
"afsixbrdrst611","After Six Bridesmaid Dress Style  6826","S6826","248.00 ","211.00 ","Yes",,"Yes"
"afsixbrdrst612","After Six Bridesmaid Dress Style  6828","S6828","231.00 ","196.00 ","Yes",,"Yes"
"afsixbrdrst613","After Six Bridesmaid Dress Style 6829","S6829","231.00 ","196.00 ","Yes",,"Yes"
"afsixbrdrst614","After Six Bridesmaid Dress Style 6760","A6760","263.00 ","224.00 ","Yes",,"Yes"
"afsixbrdrst615","After Six Bridesmaid Dress Style 6830","A6830","231.00 ","196.00 ","Yes",,"Yes"
"afsixbrdrst62","After Six Bridesmaid Dress Style 6820","D6820","231.00 ","196.00 ","Yes",,"Yes"
"afsixbrdrst621","After Six Bridesmaid Dress Style 6777","A6777","257.00 ","218.00 ","Yes",,"Yes"
"afsixbrdrst622","After Six Bridesmaid Dress Style 6776","A6776","250.00 ","213.00 ","Yes",,"Yes"
"afsixbrdrst623","After Six Bridesmaid Dress Style 6775","A6775","250.00 ","213.00 ","Yes",,"Yes"
"afsixbrdrst63","After Six Bridesmaid Dress Style 6821","D6821","231.00 ","196.00 ","Yes",,"Yes"
"afsixbrdrst633","After Six Bridesmaid Dress Style 6769","A6769","263.00 ","224.00 ","Yes",,"Yes"
"afsixbrdrst636","After Six Bridesmaid Dress Style 6808","A6808","244.00 ","208.00 ","Yes",,"Yes"
"afsixbrdrst639","After Six Bridesmaid Dress Style 6809","A6809","248.00 ","211.00 ","Yes",,"Yes"
"afsixbrdrst64","After Six Bridesmaid Dress Style 6758","A6758","261.00 ","222.00 ","Yes",,"Yes"
"afsixbrdrst640","After Six Bridesmaid Dress Style 6810","A6810","231.00 ","197.00 ","Yes",,"Yes"
"afsixbrdrst65","After Six Bridesmaid Dress Style 6822","D6822","242.00 ","206.00 ","Yes",,"Yes"
"afsixbrdrst650","After Six Bridesmaid Dress Style 6766","A6766","221.00 ","188.00 ","Yes",,"Yes"
"afsixbrdrst651","After Six Bridesmaid Dress Style 6766P","A6766P","263.00 ","224.00 ","Yes",,"Yes"
"afsixbrdrst66","After Six Bridesmaid Dress Style 6823","D6823","250.00 ","213.00 ","Yes",,"Yes"
"afsixbrdrst67","After Six Bridesmaid Dress Style 6803","A6803","240.00 ","204.00 ","Yes",,"Yes"
"afsixbrdrst68","After Six Bridesmaid Dress Style  6824","S6824","250.00 ","213.00 ","Yes",,"Yes"
"afsixbrdrst69","After Six Bridesmaid Dress Style  6825","S6825","252.00 ","214.00 ","Yes",,"Yes"
"afsixbrdrst8","After Six Bridesmaid Dress Style 6784","A6784","271.00 ","231.00 ","Yes",,"Yes"
"afsixbrdrstb","After Six Bridesmaid Dress Style <br>1525","S1525","187.00 ","159.00 ","Yes",,"Yes"
"afsixbrdrstb1","After Six Bridesmaid Dress Style <br> 1526","S1526","193.00 ","164.00 ","Yes",,"Yes"
"afsixbrst15","After Six Bridesmaid Style 1504","A61504","150.00 ","128.00 ","Yes",,"Yes"
"afsixflgidr4","After Six Flower Girl Dress 4002","DFL4002","186.00 ","158.00 ","Yes",,"Yes"
"afsixmadrstm1","After Six Maternity Dress Style M424","A6M424","284.00 ","241.00 ","Yes",,"Yes"
"algowebanewi","Alluring Gold Wedding Back Necklace with Ivory Pearls & Crystal Drop","MA4079NICRG","65.99 ",,"Yes",,"Yes"
"alsubrdr","Dessy Group: Alfred Sung Bridesmaid Dresses","NULL",,,"No",,"Yes"
"alsubrdrstd2","Alfred Sung Bridesmaid Dress Style D734","d734","231.00 ","197.00 ","Yes",,"Yes"
"alsubrdrstd64","Alfred Sung Bridesmaid Dress Style D697","D697","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd66","Alfred Sung Bridesmaid Dress Style D699","D699","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd7","Alfred Sung Bridesmaid Dress Style D707","ASD707","250.00 ","213.00 ","Yes",,"Yes"
"alsubrdrstd71","Alfred Sung Bridesmaid Dress Style D772","D772","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd710","Alfred Sung Bridesmaid Dress Style D784","D784","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd711","Alfred Sung Bridesmaid Dress Style D783","D783","200.00 ","170.00 ","Yes",,"Yes"
"alsubrdrstd712","Alfred Sung Bridesmaid Dress Style D787","D787","244.00 ","207.00 ","Yes",,"Yes"
"alsubrdrstd713","Alfred Sung Bridesmaid Dress Style D789","D789","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd714","Alfred Sung Bridesmaid Dress Style D790","D790","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd72","Alfred Sung Bridesmaid Dress Style D773","AD773","208.00 ","178.00 ","Yes",,"Yes"
"alsubrdrstd727","Alfred Sung Bridesmaid Dress Style D746","D746","221.00 ","188.00 ","Yes",,"Yes"
"alsubrdrstd73","Alfred Sung Bridesmaid Dress Style D774","D774","236.00 ","201.00 ","Yes",,"Yes"
"alsubrdrstd730","Alfred Sung Bridesmaid Dress Style D747","D747","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd731","Alfred Sung Bridesmaid Dress Style D748FP","D748FP","243.00 ","207.00 ","Yes",,"Yes"
"alsubrdrstd732","Alfred Sung Bridesmaid Dress Style D748CP","D748CP","243.00 ","207.00 ","Yes",,"Yes"
"alsubrdrstd733","Alfred Sung Bridesmaid Dress Style D748","D748","223.00 ","190.00 ","Yes",,"Yes"
"alsubrdrstd738","Alfred Sung Bridesmaid Dress Style D750","D750","229.00 ","195.00 ","Yes",,"Yes"
"alsubrdrstd739","Alfred Sung Bridesmaid Dress Style D751","F751","243.00 ","207.00 ","Yes",,"Yes"
"alsubrdrstd74","Alfred Sung Bridesmaid Dress Style D775","D775","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd747","Alfred Sung Bridesmaid Dress Style D754","D754","231.00 ","197.00 ","Yes",,"Yes"
"alsubrdrstd75","Alfred Sung Bridesmaid Dress Style D776","D776","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd750","Alfred Sung Bridesmaid Dress Style D755","D755","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd753","Alfred Sung Bridesmaid Dress Style D707FP","D707FP","250.00 ","213.00 ","Yes",,"Yes"
"alsubrdrstd754","Alfred Sung Bridesmaid Dress Style D707CP","D7070CP","250.00 ","213.00 ","Yes",,"Yes"
"alsubrdrstd76","Alfred Sung Bridesmaid Dress Style D777","D777","208.00 ","177.00 ","Yes",,"Yes"
"alsubrdrstd77","Alfred Sung Bridesmaid Dress Style D778","D778","242.00 ","206.00 ","Yes",,"Yes"
"alsubrdrstd78","Alfred Sung Bridesmaid Dress Style D779","D779","244.00 ","207.00 ","Yes",,"Yes"
"alsubrdrstd79","Alfred Sung Bridesmaid Dress Style D780","D780","248.00 ","211.00 ","Yes",,"Yes"
"alsubrstd6","Alfred Sung Bridesmaid Dress Style D699CP","ASD699","263.00 ","224.00 ","Yes",,"Yes"
"alsumabrdrst","Alfred Sung Maternity Bridesmaid Dress Style M439","M439","229.00 ","195.00 ","Yes",,"Yes"
"alsumabrdrst1","Alfred Sung Maternity Bridesmaid Dress Style M439FP","M439FP","250.00 ","213.00 ","Yes",,"Yes"
"amacflgidram","Amalee Accesory Flower Girl Dress <br>Style FG102","AMFG102","190.00 ","161.00 ","Yes",,"Yes"
"amacflgidram1","Amalee Accessories Flower Girl Dress <br>Style FG102B","AMFG102B","190.00 ","161.00 ","Yes",,"Yes"
"amacflgidram2","Amalee Accessories Flower Girl Dress <br>Style FG103","AMFG103","230.00 ","195.00 ","Yes",,"Yes"
"amacflgidrbd","Amalee Accessories Flower Girl Dress <br>Style Debi","AMFGDEBI","500.00 ",,"Yes",,"Yes"
"amacflgidrbf","Amalee Accessories Flower Girl Dress <br>Style FG348","AMFG348","310.00 ",,"Yes",,"Yes"
"amacflgidrbf1","Amalee Accessories Flower Girl Dress <br>Style FG307","AMFG307","270.00 ",,"Yes",,"Yes"
"amacflgidrbf2","Amalee Accessories Flower Girl Dress <br>Style FG373","AMFG373","230.00 ",,"Yes",,"Yes"
"amacflgidrbf3","Amalee Accessories Flower Girl Dress <br>Style FG143","AMFG143","250.00 ",,"Yes",,"Yes"
"amacflgidrbf4","Amalee Accessories Flower Girl Dress <br>Style FG133CAP","AMCAPFG133","290.00 ",,"Yes",,"Yes"
"amacflgidrst","Amalee Accessories Flower Girl Dress <br>Style FG104","AMFG104","230.00 ","195.00 ","Yes",,"Yes"
"amacflgidrst1","Amalee Accessories Flower Girl Dress <br>Style FG105","AMFG105","190.00 ","161.00 ","Yes",,"Yes"
"amacflgidrst10","Amalee Accessories Flower Girl Dress <br>Style FG121","AMFG121","250.00 ","212.00 ","Yes",,"Yes"
"amacflgidrst14","Amalee Accessories Flower Girl Dress <br>Style FG125","AMFG125","300.00 ","255.00 ","Yes",,"Yes"
"amacflgidrst16","Amalee Accessories Flower Girl Dress <br>Style FG127","AMFG127","390.00 ","331.00 ","Yes",,"Yes"
"amacflgidrst17","Amalee Accessories Flower Girl Dress <br>Style FG129","AMFG129","300.00 ","255.00 ","Yes",,"Yes"
"amacflgidrst18","Amalee Accessories Flower Girl Dress <br>Style FG130","AMFG130","490.00 ","416.00 ","Yes",,"Yes"
"amacflgidrst2","Amalee Accessories Flower Girl Dress <br>Style FG107","AMFG107","190.00 ","161.00 ","Yes",,"Yes"
"amacflgidrst3","Amalee Accessories Flower Girl Dress <br>Style FG108","AMFG108","230.00 ","195.00 ","Yes",,"Yes"
"amacflgidrst4","Amalee Accessories Flower Girl Dress <br>Style FG112","AMFG112","230.00 ","191.00 ","Yes",,"Yes"
"amacflgidrst5","Amalee Accessories Flower Girl Dress <br>Style FG115","AMFG115","220.00 ","187.00 ","Yes",,"Yes"
"amacflgidrst7","Amalee Accessories Flower Girl <br>Dress Style FG117","AMFG117","230.00 ","195.00 ","Yes",,"Yes"
"amacflgidrst9","Amalee Accessories Flower Girl Dress <br>Style FG119","AMFG119","260.00 ","221.00 ","Yes",,"Yes"
"amflgidr","Amalee Flower Girl Dresses","NULL",,,"No",,"Yes"
"amflgidrbfg","Amalee Flower Girl Dress <br>Style FG180","AMFG180","260.00 ","221.00 ","Yes",,"Yes"
"amflgidrbfg1","Amalee Flower Girl Dress <br>Style FG301","AMFG301","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrbfg2","Amalee Flower Girl Dress <br>Style FG303","AMFG303","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrbfg3","Amalee Flower Girl Dress <br>Style FG304","newitem483065002","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrbfg5","Amalee Flower Girl Dress <br>Style FG315","AMFG315","260.00 ","221.00 ","Yes",,"Yes"
"amflgidrbfg6","Amalee Flower Girl Dress <br>Style FG327","AMFG327","330.00 ","280.00 ","Yes",,"Yes"
"amflgidrbfg7","Amalee Flower Girl Dress <br>Style FG333","AMFG333","270.00 ","229.00 ","Yes",,"Yes"
"amflgidrbfg8","Amalee Flower Girl Dress <br>Style FG353","AMFG353","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrbfg9","Amalee Flower Girl Dress <br>Style FG378","AMFG378","330.00 ","280.00 ","Yes",,"Yes"
"amflgidrst1","Amalee Flower Girl Dress <br>Style FG133","AMFG133","300.00 ","255.00 ","Yes",,"Yes"
"amflgidrst13","Amalee Flower Girl Dress <br>Style FG132","AMFG132","210.00 ","178.00 ","Yes",,"Yes"
"amflgidrst131","Amalee Flower Girl Dress <br>Style FG132-FLNR","AMFG132-FLNR","220.00 ","187.00 ","Yes",,"Yes"
"amflgidrst132","Amalee Flower Girl Dress <br>Style FG132B","AMFG132B","330.00 ","280.00 ","Yes",,"Yes"
"amflgidrst133","Amalee Flower Girl Dress <br>Style FG133CAP","AMFG133CAP","290.00 ","246.00 ","Yes",,"Yes"
"amflgidrst134","Amalee Flower Girl Dress <br>Style FG133C","AMFG133C","290.00 ","246.00 ","Yes",,"Yes"
"amflgidrst135","Amalee Flower Girl Dress <br>Style FG135","AMFG135","270.00 ","229.00 ","Yes",,"Yes"
"amflgidrst136","Amalee Flower Girl Dress <br>Style FG137","AMFG137","230.00 ","195.00 ","Yes",,"Yes"
"amflgidrst14","Amalee Flower Girl Dress <br>Style FG140","AMFG140","230.00 ","195.00 ","Yes",,"Yes"
"amflgidrst141","Amalee Flower Girl Dress <br>Style FG143B","AMFG143B","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst142","Amalee Flower Girl Dress <br>Style FG146","AMFG146","290.00 ","246.00 ","Yes",,"Yes"
"amflgidrst143","Amalee Flower Girl Dress <br>Style FG148","AMFG148","290.00 ","246.00 ","Yes",,"Yes"
"amflgidrst144","Amalee Flower Girl Dress <br>Style FG149","AMFG149","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst15","Amalee Flower Girl Dress <br>Style FG150","AMFG150","310.00 ","263.00 ","Yes",,"Yes"
"amflgidrst151","Amalee Flower Girl Dress <br>Style FG153","AMFG153","300.00 ","255.00 ","Yes",,"Yes"
"amflgidrst152","Amalee Flower Girl Dress <br>Style FG153-Print","AMFG153-Print","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst153","Amalee Flower Girl Dress <br>Style FG153-TK","AMFG153-TK","310.00 ","263.00 ","Yes",,"Yes"
"amflgidrst154","Amalee Flower Girl Dress <br>Style FG154","AMFG154","230.00 ","195.00 ","Yes",,"Yes"
"amflgidrst155","Amalee Flower Girl Dress <br>Style FG156","AMFG156","310.00 ","263.00 ","Yes",,"Yes"
"amflgidrst156","Amalee Flower Girl Dress <br>Style FG157","AMFG157","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst157","Amalee Flower Girl Dress <br>Style FG159","AMFG159","310.00 ","263.00 ","Yes",,"Yes"
"amflgidrst16","Amalee Flower Girl Dress <br>Style FG160","AMFG160","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrst161","Amalee Flower Girl Dress <br>Style FG162","AMFG162","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst162","Amalee Flower Girl Dress <br>Style FG163","AMFG163","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrst17","Amalee Flower Girl Dress <br>Style FG173","AMFG173","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst171","Amalee Flower Girl Dress <br>Style FG174-B","AMFG174-B","270.00 ","229.00 ","Yes",,"Yes"
"amflgidrst172","Amalee Flower Girl Dress <br>Style FG177","AMFG177","280.00 ","238.00 ","Yes",,"Yes"
"amflgidrst173","Amalee Flower Girl Dress <br>Style FG178","AMFG178","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrst174","Amalee Flower Girl Dress <br>Style FG179","AMFG179","350.00 ","297.00 ","Yes",,"Yes"
"amflgidrst18","Amalee Flower Girl Dress <br>Style FG182","AMFG182","250.00 ","212.00 ","Yes",,"Yes"
"amflgidrst20","Amalee Flower Girl Dress <br>Style FG200","AMFG200","140.00 ","119.00 ","Yes",,"Yes"
"amflgidrstfg","Amalee Flower Girl Dress<br>Style FG373","AMF373","230.00 ","195.00 ","Yes",,"Yes"
"anliex","Angelique Limousine Excursions","anliex",,,"Yes",,"Yes"
"ballerinadress","US Angels Flower Girl The Ballerina Dress Style 101","UABallerina101","146.00 ",,"Yes",,"Yes"
"belaibrbebt1","Bel Aire Bridal Belt BT030","BABT030","275.00 ",,"Yes",,"Yes"
"belaibrbebt10","Bel Aire Bridal Belt BT050","BABT050","110.00 ",,"Yes",,"Yes"
"belaibrbebt11","Bel Aire Bridal Belt BT059","BABT059","178.00 ",,"Yes",,"Yes"
"belaibrbebt12","Bel Aire Bridal Belt BT061","BABT061","190.00 ",,"Yes",,"Yes"
"belaibrbebt14","Bel Aire Bridal Belt BT066","BABT066","130.00 ",,"Yes",,"Yes"
"belaibrbebt15","Bel Aire Bridal Belt BT070","BABT070","258.00 ",,"Yes",,"Yes"
"belaibrbebt16","Bel Aire Bridal Belt BT072","BABT072","190.00 ",,"Yes",,"Yes"
"belaibrbebt17","Bel Aire Bridal Belt BT068","BABT068","250.00 ",,"Yes",,"Yes"
"belaibrbebt2","Bel Aire Bridal Belt BT029","BABT029","199.00 ",,"Yes",,"Yes"
"belaibrbebt7","Bel Aire Bridal Belt BT045","BABT045","290.00 ",,"Yes",,"Yes"
"belaibrbrbc12","Bel Aire Bridal Bracelet BC156","BABC156","63.00 ",,"Yes",,"Yes"
"belaibrbrbc3","Bel AIre Bridal Bracelet BC131","BABC131","58.00 ",,"Yes",,"Yes"
"belaibrbrbc4","Bel Aire Bridal Bracelet BC134","BABC134","68.00 ",,"Yes",,"Yes"
"belaibrbrbc6","Bel Aire Bridal Bracelet BC141","BABC141","68.00 ",,"Yes",,"Yes"
"belaibrco","Bel Aire Bridal Comb 6273","BAC6273","172.00 ",,"Yes",,"Yes"
"belaibrco62","Bel Aire Bridal Comb 6202","BAC6202","105.00 ",,"Yes",,"Yes"
"belaibrea","Bel Aire Bridal Earrings EA201","BAEA201","40.00 ",,"Yes",,"Yes"
"belaibrea1","Bel Aire Bridal Earrings EA204","BAEA204","40.00 ",,"Yes",,"Yes"
"belaibrea15","Bel Aire Bridal Earrings EA225","BAEA225","47.00 ",,"Yes",,"Yes"
"belaibrea16","Bel Aire Bridal Earrings EA226","BAEA226","40.00 ",,"Yes",,"Yes"
"belaibrea19","Bel Aire Bridal Earrings ","newitem1467074308",,,"Yes",,"Yes"
"belaibrea20","Bel Aire Bridal Earrings ","newitem1467074320",,,"Yes",,"Yes"
"belaibrea21","Bel Aire Bridal Earrings ","newitem1467074332",,,"Yes",,"Yes"
"belaibrea22","Bel Aire Bridal Earrings ","newitem1467074344",,,"Yes",,"Yes"
"belaibrea23","Bel Aire Bridal Earrings ","newitem1467074633",,,"Yes",,"Yes"
"belaibrea24","Bel Aire Bridal Earrings ","newitem1467074654",,,"Yes",,"Yes"
"belaibrea25","Bel Aire Bridal Earrings ","newitem1467074668",,,"Yes",,"Yes"
"belaibrea26","Bel Aire Bridal Earrings ","newitem2",,,"Yes",,"Yes"
"belaibrea27","Bel Aire Bridal Earrings ","newitem2467074698",,,"Yes",,"Yes"
"belaibrea7","Bel Aire Bridal Earrings EA216","BAEA216","60.00 ",,"Yes",,"Yes"
"belaibreaea","Bel Aire Bridal Earring EA232","BAEA232","47.00 ",,"Yes",,"Yes"
"belaibreaea10","Bel Aire Bridal Earring EA256","BAEA256","40.00 ",,"Yes",,"Yes"
"belaibreaea11","Bel Aire Bridal Earring EA257","BAEA257","40.00 ",,"Yes",,"Yes"
"belaibreaea3","Bel Aire Bridal Earring EA238","BAEA238","40.00 ",,"Yes",,"Yes"
"belaibreaea4","Bel Aire Bridal Earring EA242","BAEA242","25.00 ",,"Yes",,"Yes"
"belaibreaea6","Bel Aire Bridal Earring EA250","BAEA250","47.00 ",,"Yes",,"Yes"
"belaibreaea7","Bel Aire Bridal Earring EA251","BAEA251","50.00 ",,"Yes",,"Yes"
"belaibreaea8","Bel Aire Bridal Earring  EA253","BAEA253","54.00 ",,"Yes",,"Yes"
"belaibreaea9","Bel Aire Bridal Earring EA255","BAEA255","60.00 ",,"Yes",,"Yes"
"belaibrga69","Bel Aire Bridal Garland 6934","BA6934","170.00 ",,"Yes",,"Yes"
"belaibrha","Bel Aire Bridal Halo 6201","BAH6201","205.00 ",,"Yes",,"Yes"
"belaibrha65","Bel Aire Bridal Halo 6505","BAH6505","122.50 ",,"Yes",,"Yes"
"belaibrha6510","Bel Aire Bridal Halo 6510","BA6510","180.00 ",,"Yes",,"Yes"
"belaibrha652","Bel Aire Bridal Halo 6510","BAH6510","172.50 ",,"Yes",,"Yes"
"belaibrha655","Bel Aire Bridal Halo 6505","BA6505","123.00 ",,"Yes",,"Yes"
"belaibrha656","Bel Aire Bridal Halo 6579","BA6579","130.00 ",,"Yes",,"Yes"
"belaibrha659","Bel Aire Bridal Halo 6500","BA6500","187.00 ",,"Yes",,"Yes"
"belaibrha66","Bel Aire Bridal Halo 6600","BA6600","155.00 ",,"Yes",,"Yes"
"belaibrha661","Bel Aire Bridal Halo 6608","BA6608","212.00 ",,"Yes",,"Yes"
"belaibrha67","Bel Aire Bridal Halo 6760","BA6760","173.00 ",,"Yes",,"Yes"
"belaibrha673","Bel Aire Bridal Halo 6742","BA6742","213.00 ",,"Yes",,"Yes"
"belaibrha69","Bel Aire Bridal Halo 6920","BA6920","198.00 ",,"Yes",,"Yes"
"belaibrha691","Bel Aire Bridal Halo 6915","BA16915","198.00 ",,"Yes",,"Yes"
"belaibrha692","Bel Aire Bridal Halo 6942","BA6942","198.00 ",,"Yes",,"Yes"
"belaibrha693","Bel Aire Bridal Halo 6900","BA6900","188.00 ",,"Yes",,"Yes"
"belaibrha694","Bel Aire Bridal Halo 6940","BA6940","130.00 ",,"Yes",,"Yes"
"belaibrha695","Bel Aire Bridal Halo 6910","BA6910","162.00 ",,"Yes",,"Yes"
"belaibrha696","Bel Aire Bridal Halo 6930","BA6930","148.00 ",,"Yes",,"Yes"
"belaibrhavi6","Bel Aire Bridal Hair Vine 6751","BA6751","148.00 ",,"Yes",,"Yes"
"belaibrhe64","Bel Aire Bridal Headband 6450","BA64650","230.00 ",,"Yes",,"Yes"
"belaibrhe6515","Bel Aire Bridal Headband 6552","BA6552","197.00 ",,"Yes",,"Yes"
"belaibrhe6518","Bel Aire Bridal Headband 6562","BA6562","222.00 ",,"Yes",,"Yes"
"belaibrhe6520","Bel Aire Bridal Headband 6565","BA6565","157.00 ",,"Yes",,"Yes"
"belaibrhe6523","Bel Aire Bridal Headband 6585","BA6585","102.00 ",,"Yes",,"Yes"
"belaibrhe6524","Bel Aire Bridal Headband 6588","BA6588","157.00 ",,"Yes",,"Yes"
"belaibrhe653","Bel Aire Bridal Headband 6514","BA6514","137.00 ",,"Yes",,"Yes"
"belaibrhe657","Bel Aire Bridal Headband 6518","BA6518","155.00 ",,"Yes",,"Yes"
"belaibrhe66","Bel Aire Bridal Headband 6602","BA6602","157.00 ",,"Yes",,"Yes"
"belaibrhe661","Bel Aire Bridal Headband 6603","BA6603","167.00 ",,"Yes",,"Yes"
"belaibrhe6613","Bel Aire Bridal Headband 6632","BA6632","147.00 ",,"Yes",,"Yes"
"belaibrhe6617","Bel Aire Bridal Headband 6640","BA6640","147.00 ",,"Yes",,"Yes"
"belaibrhe6619","Bel Aire Bridal Headband 6647","BA6647","142.00 ",,"Yes",,"Yes"
"belaibrhe664","Bel Aire Bridal Headband 6611","BA6611","237.00 ",,"Yes",,"Yes"
"belaibrhe668","Bel Aire Bridal Headband 6618","BA6618","142.00 ",,"Yes",,"Yes"
"belaibrhe67","Bel Aire Bridal Headband 6755","BA6755","143.00 ",,"Yes",,"Yes"
"belaibrhe68","Bel Aire Bridal Headband 6807","BA6807","188.00 ",,"Yes",,"Yes"
"belaibrhe681","Bel Aire Bridal Headband 6804","BA6804","113.00 ",,"Yes",,"Yes"
"belaibrhe682","Bel Aire Bridal Headband 6817","BA6817","148.00 ",,"Yes",,"Yes"
"belaibrti62","Bel Aire Bridal Tiara 6284","BAT6284","99.00 ",,"Yes",,"Yes"
"belaibrve71","Bel Aire Bridal Veil V7176C","BAV7176C","650.00 ",,"Yes",,"Yes"
"belaibrve72","Bel Aire Bridal Veil 7210","BAV7210","288.00 ",,"Yes",,"Yes"
"belaibrve73","Bel Aire Bridal Veil 7352","BAV7352","147.00 ",,"Yes",,"Yes"
"belaibrve74","Bel Aire Bridal Veil 7444C","BA7444c","453.00 ",,"Yes",,"Yes"
"belaibrvev","Bel Aire Bridal Veil V7409C","BAV7409C","536.00 ",,"Yes",,"Yes"
"belaibrvev7","Bel Aire Bridal Veil V7034","BAV7034","206.00 ",,"Yes",,"Yes"
"belaibrvev71","Bel Aire Bridal Veil V7421","BAV7421","244.00 ",,"Yes",,"Yes"
"belaibrvev710","Bel Aire Bridal Veil V7380","BAV7380","190.00 ",,"Yes",,"Yes"
"belaibrvev7102","Bel Aire Bridal Veil V7221","BAV7221","200.00 ",,"Yes",,"Yes"
"belaibrvev7103","Bel Aire Bridal Veil V7222","BAV7222","214.00 ",,"Yes",,"Yes"
"belaibrvev7105","Bel Aire Bridal Veil V7224","BAV7224","228.00 ",,"Yes",,"Yes"
"belaibrvev7107","Bel Aire Bridal Veil V7226","BAV7226","151.00 ",,"Yes",,"Yes"
"belaibrvev7111","Bel Aire Bridal Veil V7234","BAV7234","137.00 ",,"Yes",,"Yes"
"belaibrvev7113","Bel Aire Bridal Veil V7240","BAV7240","198.00 ",,"Yes",,"Yes"
"belaibrvev7116","Bel Aire Bridal Veil V7244","BAV7244","189.00 ",,"Yes",,"Yes"
